PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
roJeE,r2qkb1r/ppp1nppp/4b3/3pP1N1/2B5/4pQ2/PPP3PP/RN3RK1 b kq - 3 11,d5c4 g5e6 f7e6 f3f7 e8d7 f1d1,1693,75,88,118,crushing long opening,https://lichess.org/seBZUHcD/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
roz6O,rnbq2kr/pppp2b1/5n1p/4P3/3P1R1Q/8/PPP3pP/RNB3K1 b - - 1 14,d7d5 e5f6 b8c6 f6g7,1703,76,87,210,advancedPawn advantage opening short,https://lichess.org/c63KxoC2/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
rrBdk,rnbq1rk1/pp3N1p/3p1npb/8/2B2B2/3P4/PPP3PP/RN1QK2R b KQ - 0 10,f8f7 c4f7 g8f7 f4h6,994,88,82,74,advantage kingsideAttack opening short,https://lichess.org/UVbePJWR/black#20,Kings_Gambit Kings_Gambit_Other_variations
rrK1N,r2qk2r/ppp2ppp/2nb1n2/8/2B2pb1/5N2/PPPP2PP/RNBQR1K1 b kq - 3 8,c6e5 d2d4 e8g8 d4e5,2437,91,86,138,advantage opening pin short,https://lichess.org/YlNT4XBI/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rrj8k,r4bkr/ppp3pp/2n5/6Nn/3q1pQ1/8/PPP3PP/RNB2R1K b - - 1 12,h5f6 g4e6,894,79,66,95,mate mateIn1 oneMove opening,https://lichess.org/ctfwSW29/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
rsFF0,rnbq1rk1/ppp3pp/3b4/4Np2/2B1nP2/2N2Q2/PPP3PP/R1B1K2R b KQ - 3 9,g8h8 e5g6 h7g6 f3h3 d8h4 h3h4,1928,78,92,6197,kingsideAttack long mate mateIn3 opening sacrifice,https://lichess.org/9yC5Ev36/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
rsaec,rnbq2k1/ppp3pp/3p1r2/1PnPp1N1/2B5/2N5/P1P3PP/R2Q1RK1 b - - 1 16,h7h6 g5e6 c5e6 d5e6,2440,85,85,304,advantage opening short,https://lichess.org/YtDX0AaK/black#32,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
rsgoT,rnbq2nr/ppp1k1b1/3p3p/6BQ/3PP2P/8/PPP3P1/RN3RK1 b - - 4 12,h6g5 h5f7,1536,88,71,75,mate mateIn1 oneMove opening,https://lichess.org/Dy7Ul9HI/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
rtJks,rnbqk1nb/ppp2p2/3p4/6pQ/2BPPp2/2N5/PPP3P1/R1B1K1N1 b Qq - 1 9,h8d4 h5f7,568,90,100,240,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/kx1uN9w3/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Mason-Keres_Gambit
rv0r1,r2qk2r/p1pbnp1p/2p2Q2/2b5/8/2N5/PP4PP/R1B2R1K b kq - 0 14,h8g8 f6f7,560,97,94,795,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/O8bh1TP9/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
rwClz,rnb2k1r/ppp2ppp/8/1B3qB1/3P2n1/2N2N2/PPP3Pb/R2QRK2 b - - 1 14,h2d6 e1e8,1024,76,68,134,mate mateIn1 oneMove opening operaMate,https://lichess.org/PD55g8Xy/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit_Accepted
rxCp5,r2qkb1r/ppp2p1p/2npb2n/8/3PPpNP/2P5/PP2B1P1/RNBQK2R b KQkq - 0 9,c6e7 g4f6,989,80,87,238,mate mateIn1 oneMove opening,https://lichess.org/oKqlFCdw/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
rxHTk,r2qkbnr/1ppb4/p3p2p/3PN1p1/2p2p2/2N5/PP4PP/R1BQ1RK1 b kq - 1 14,d8f6 e5d7 e8d7 d5e6 d7c8 d1d7,1990,75,90,366,advantage attraction discoveredCheck doubleCheck exposedKing long opening,https://lichess.org/g3u5aEog/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rz53f,rnb4r/ppp2kpp/3b1n2/3q4/1P2pP2/N1P5/P2P1QPP/R1B1KB1R b KQ - 4 10,h8e8 f1c4 c8e6 c4d5,1015,84,95,1923,advantage opening pin short,https://lichess.org/JG0LZj9J/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
rzPpM,rnbq1k1r/ppp1bB1p/3p4/4P3/3P1BQ1/8/PPP3PP/RN3RK1 b - - 0 11,c8g4 f4h6,932,84,90,62,mate mateIn1 oneMove opening,https://lichess.org/tDEOj76K/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
rzS7t,r1bqk2r/ppp3pp/6p1/2b1P3/2nN1R2/2N5/PP4PP/R1BQ2K1 b kq - 3 14,c8f5 d1a4 c7c6 a4c4,1667,75,96,3445,advantage fork opening short,https://lichess.org/L4e6dm1m/black#28,Kings_Gambit Kings_Gambit_Other_variations
s1Ir2,r1bq1b1r/1pp3p1/p3kn1p/4B3/3P4/8/PPP3PP/RN1QR1K1 b - - 2 12,e6e7 e5c7 e7d7 c7d8,1301,77,92,1898,advantage discoveredAttack discoveredCheck opening short,https://lichess.org/IZrqaeIW/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
s3Hj8,rn1qk2r/pQ1b1ppp/5n2/1BbpN3/5P2/8/PPP3PP/RNB1K2R b KQkq - 2 10,d7b5 b7f7,1385,81,74,101,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/Bub4XMVC/black#20,Kings_Gambit Kings_Gambit_Other_variations
s3x69,r1b1k1nr/p1Bp1q1p/8/1pb5/3nP3/3P4/PPP3PP/RN1Q1R1K b kq - 0 12,f7g7 d1h5 g7g6 h5c5,1362,84,69,59,crushing fork opening short,https://lichess.org/1f0WWgKO/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
s4EG9,r1b1kbnr/pppp1ppp/2n5/8/2B1Pp1q/5QPN/PPPP3P/RNB1K2R b KQkq - 0 6,f4g3 f3f7 e8d8 f7f8,1029,92,95,4402,attackingF2F7 deflection mate mateIn2 opening short,https://lichess.org/IV5Dw5vH/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
s4aR1,r2q2nr/ppp2kpp/2np4/6N1/3bPBb1/8/PPP3PP/RN1Q1R1K b - - 1 10,f7f8 f4d6 f8e8 f1f8,2030,75,87,380,crushing discoveredCheck doubleCheck opening short,https://lichess.org/yi83J1xz/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
s4bgM,r2q1rk1/1bpnbppp/p2p1n2/1p1P2B1/4P3/1BN2N2/PPP3PP/R2Q1RK1 b - - 2 11,f6d5 b3d5 c7c6 g5e7,2021,75,75,101,advantage opening short,https://lichess.org/Dx5EpEtx/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
s5ADX,rn1qk1r1/pppbb1Pp/5n2/3p2QB/4pP2/8/PPPP2PP/RNB1K1NR b KQq - 3 10,f6h5 g5h5,941,77,100,184,mate mateIn1 oneMove opening,https://lichess.org/dORUBpxR/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Panteldakis_Countergambit
s5Ltj,r2qkr2/1pp1n1pp/1b1p1p2/p4N2/P2PPBb1/1QPn4/BP4PP/RN3R1K b q - 9 14,d3f4 f5g7 e8d7 f1f4,1661,100,0,23,crushing intermezzo opening short,https://lichess.org/5l87XMtv/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
s6kEH,r1bq2nb/pppp4/2n3k1/6N1/3PP1Q1/6p1/PPP5/RNB1K3 b Q - 2 12,d7d5 g5e6 g6f7 e6d8,1247,76,96,1053,advantage discoveredAttack discoveredCheck opening short,https://lichess.org/D7Dq0xVJ/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
s6rJZ,rnbqk2r/ppp1bppp/3p1n2/8/3PPp2/5N1P/PPP1Q1P1/RNB1KB1R b KQkq - 0 6,f6h5 e2b5 c7c6 b5h5,1008,78,98,4160,advantage fork opening short,https://lichess.org/xmdihgNL/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
s7Zd9,r1b1k1nr/p1p1bppp/2p5/8/3q1B2/3B1Q2/PPP3PP/RN2K2R b KQkq - 1 10,d4b2 f3c6 e8f8 c6a8,1122,87,93,425,crushing fork opening pin short,https://lichess.org/s3Bu01Td/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
s87Sd,r1bqk2r/1pp1npb1/p1np3p/3NP1p1/2BP1p2/5N2/PPP3PP/R1BQR1K1 b kq - 0 10,c8g4 d5f6 g7f6 e5f6,1803,75,97,2304,advantage fork opening short,https://lichess.org/mH73AUVB/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
s8b3c,rnb1kbnr/ppp1qp1p/8/6P1/4pp2/8/PPPPQ1P1/RNB1KBNR b KQkq - 3 7,c8f5 e2b5 f5d7 b5b7,1084,79,88,750,advantage fork opening short,https://lichess.org/wzvBJT7X/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
s8d8a,r2q1b1r/1pp2k1p/p2p1n2/4P3/Pn1P1pb1/2N2N2/2P3PP/R1BQ1RK1 b - - 0 13,d6e5 f3e5 f7e8 e5g4,1476,77,92,440,advantage opening short,https://lichess.org/sxXzFJRH/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
s9Uum,rnbq1bkr/ppp3pp/1n6/4N3/3P1p2/2P5/PP4PP/RNBQK2R b KQ - 0 9,b8d7 d1b3 b6c4 b3c4,1214,76,90,410,mate mateIn2 opening short,https://lichess.org/DnxGncTd/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
sA8K9,r1b3nr/ppp1q2p/4k1p1/2b1p3/4P3/1Q6/PPPP2PP/RNB1KR2 b Q - 5 11,e6d6 b3d5,991,75,100,422,mate mateIn1 oneMove opening,https://lichess.org/wzxNU0J7/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
sAiGz,r2qkb1r/ppp3pp/2np4/4P3/2B3b1/1QP2NP1/PP4P1/RN2K2R b KQkq - 3 12,g4f3 c4f7 e8d7 b3e6,1291,142,54,32,master mate mateIn2 opening short,https://lichess.org/Crwdarha/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Soller-Zilbermints_Gambit
sB87x,rnbq1knr/pppp2p1/7p/4N2Q/4Pp1b/8/PPPP2PP/RNB2K1R b - - 3 8,d8g5 h5f7,1050,98,100,27,mate mateIn1 oneMove opening,https://lichess.org/YGBccQiG/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
sBfz0,r2qkb1r/1pp1np1p/p1n5/3pP1p1/3P1pb1/2P2N2/PP2B1PP/RNBQ1RK1 b kq - 1 9,h7h5 f3g5 g4e2 d1e2,952,83,90,421,advantage opening short,https://lichess.org/Rd3TMZ9p/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
sD0VR,rnb3nr/ppp3bk/3p3p/4P2P/2Bq1Bp1/3Q4/PPP3P1/RN2KR2 b Q - 0 13,d4d3 c4d3 c8f5 d3f5,875,82,96,229,mate mateIn2 opening short,https://lichess.org/WwUG9RuS/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
sDfID,r1br2k1/ppp1Nppp/1bn5/8/2B2q2/5N2/PPP3PP/R2QR2K b - - 1 15,c6e7 d1d8,1130,80,70,104,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/mRFGMWta/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
sE1Dw,r2qkb1r/ppp1np1p/2n3p1/1B1Np3/4P3/5Q1P/PPPP2P1/R1B1K2R b KQkq - 1 9,a7a6 d5f6,1242,76,100,884,mate mateIn1 oneMove opening,https://lichess.org/bk6Dm6hn/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
sEy6z,r1bq1rk1/ppp3pp/2nb4/1B2p1B1/6n1/5N2/PPP3PP/RN1QR2K b - - 7 13,d8g5 d1d5 g8h8 f3g5,1870,75,86,259,crushing intermezzo kingsideAttack opening short,https://lichess.org/Gs42Mums/black#26,Kings_Gambit Kings_Gambit_Other_variations
sF8L9,r3k1nr/pppbqpbp/2np4/6p1/2B1Pp2/2NP1N1P/PPP3P1/R1BQ1RK1 b kq - 7 10,e8c8 c3d5 e7f8 f3g5,1449,75,92,1943,advantage opening short,https://lichess.org/NVX7IRo2/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
sG9hz,rnb1kb1r/pppp1ppp/3q4/3N4/2PPn3/5NP1/PP6/R1BQKB1R b KQkq - 0 9,c7c6 c1f4 c6d5 f4d6,1576,74,90,3953,advantage opening short,https://lichess.org/ER6LWqLb/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Keene_Defense
sGAWd,r1b1k2r/ppppqp1p/3b1n2/6Q1/2BnP3/2N5/PPPP2PP/R1B2R1K b kq - 8 12,h8g8 g5f6 e7f6 f1f6,1536,74,89,1459,advantage opening short,https://lichess.org/n5oQvewX/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
sGXUp,r3kb1r/1ppq1p1p/p1np4/3P1P2/4p1b1/2P2NP1/PP5P/RNBQ1RK1 b kq - 0 12,c6e5 f3e5 d6e5 d1g4,1029,79,72,176,capturingDefender crushing discoveredAttack opening short,https://lichess.org/Dnpg5asQ/black#24,Kings_Gambit Kings_Gambit_Other_variations
sGvz1,rn1q1rk1/ppp1n1b1/3pp2p/4P1p1/3PNp2/3Q1N2/PPP3PP/R1B2RK1 b - - 4 11,d6d5 e4g5 h6g5 f3g5,1897,78,93,277,advantage opening short,https://lichess.org/Vm7vRKch/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
sGzMf,r2qkbnr/pp3ppp/2np4/2p1N3/2BPPpb1/2N5/PPP3PP/R1BQK2R b KQkq - 3 7,g4d1 c4f7 e8e7 c3d5,1341,75,80,182,attackingF2F7 mate mateIn2 opening short,https://lichess.org/hjPRM9fL/black#14,Kings_Gambit Kings_Gambit_Other_variations
sHU4u,r1bq1r2/pppnbNpk/8/8/3P4/2P5/PP4PP/R1BQ1RK1 b - - 0 14,d8e8 d1h5 h7g8 h5h8,1296,78,83,412,mate mateIn2 opening short,https://lichess.org/CKsj2nsF/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
sHili,rnbk3r/ppppn2p/5Q1b/8/2BPq3/2P5/PP4PP/RN3R1K b - - 2 13,h8f8 f6f8 h6f8 f1f8,760,87,77,153,backRankMate mate mateIn2 opening short,https://lichess.org/uz9tIBhb/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Ghulam-Kassim_Gambit
sKQrI,rn3rk1/ppp1npp1/1bq1b3/4P1NQ/5p2/2P5/PP4PP/RNB2R1K b - - 3 14,f7f6 h5h7,809,93,96,747,mate mateIn1 oneMove opening,https://lichess.org/AAEq21sZ/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
sLP8C,rn1qk2r/pp1b1ppp/8/1B1QN3/1b2nP2/2N5/PPP3PP/R1B1K2R b KQkq - 0 10,e4c3 d5f7,1341,83,89,294,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/rPB0Ggz2/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
sLQG9,r1bq2nr/pppp1kpp/2n5/6N1/4P2b/8/PPPP3K/RNBQ1R2 b - - 1 9,f7g6 g5f7 g8f6 f7d8,1597,79,86,40,advantage fork opening short,https://lichess.org/Qtoj26vz/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
sLWL0,2kr1bnr/ppp2B1p/2n5/6p1/3q1pQ1/2N5/PPP3PP/R1B2R1K b - - 1 12,d4d7 f7e6 d7e6 g4e6,1314,84,72,63,crushing opening pin short,https://lichess.org/hsKuIUVo/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit_Accepted
sM66o,rnb1k2r/ppp1q1bp/3p1n2/8/3PPBpN/2PQ2p1/PP1N4/R3KB1R b KQkq - 4 12,f6h5 d3b5 c8d7 b5h5,2031,76,88,228,crushing fork opening short,https://lichess.org/YfnFyOGB/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
sMNqI,r1bq1rk1/ppp1b1p1/2npB2p/8/3P1BnP/5N2/PPP1Q1P1/RN2K2R b KQ - 0 11,c8e6 e2e6 f8f7 e6g4,1152,79,93,6496,advantage fork opening short,https://lichess.org/RzXZYFE9/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
sOShN,rnb3nr/pppp1kpp/1bq1P3/8/3P1p2/5N2/PPP3PP/RNBQ1K1R b - - 0 9,d7e6 f3e5 f7e8 e5c6,1156,79,71,112,advantage fork opening short,https://lichess.org/70Y5SZbI/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
sPej6,rnbqr1k1/ppp2ppp/5N2/3p4/7b/1B3N2/PPPPQ2p/R1B2R1K b - - 2 12,d8f6 e2e8,942,81,80,158,hangingPiece kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/v8Qgjyfb/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
sQkKS,2kr1b1r/p2qn1pp/nBpp1p2/1p2pP2/N3P3/1P1P1B2/P1P3PP/R2Q1RK1 b - - 2 13,a7b6 a4b6 c8b8 b6d7,744,96,70,89,crushing fork opening short,https://lichess.org/1FgESdfR/black#26,Kings_Gambit Kings_Gambit_Other_variations
sQo6W,rnbk2nr/pppp1B1p/8/4N2Q/4P2q/6p1/PPP2bP1/RNB2K2 b - - 1 12,h4h2 c1g5 g8e7 g5e7 d8e7 h5g5,1813,89,89,34,advantage attraction long opening,https://lichess.org/XiCbDKbt/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
sRegl,r1bqk2r/ppp2ppp/2n5/2b1n1N1/3p4/3B4/PPP1Q1PP/RNB2RK1 b kq - 1 10,e8g8 d3h7 g8h8 e2h5 d4d3 g1h1,1526,78,94,2830,crushing defensiveMove long opening,https://lichess.org/bba3n9Cp/black#20,Kings_Gambit Kings_Gambit_Other_variations
sST20,rn1qk1nr/ppp1bp1p/3p4/8/3PP3/5N1R/PPP1K3/RNB3Q1 b kq - 0 12,d8d7 h3h7 h8h7 g1g8 e7f8 g8h7,1702,75,99,767,advantage attraction deflection fork long opening,https://lichess.org/jJAkGL85/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
sTMLS,r1b1k2r/pppp1B1p/3b1q1n/6RQ/4P2P/3P4/PPP3P1/RNB4K b kq - 0 14,f6f7 g5e5 d6e5 h5e5,2047,79,91,2479,crushing opening sacrifice short,https://lichess.org/fMZ97nVM/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
sV6SF,r3kb1r/ppp2pp1/2np1q1p/7b/2BPP2P/5N2/PPP3P1/R1BQ1RK1 b kq - 1 11,c6d4 d1d4 f6d4 f3d4,1651,74,95,2646,advantage opening short,https://lichess.org/QS67XE2C/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
sW6QX,rnb1kbnr/ppp2p2/3p3p/6p1/3P1B2/5N2/PPP1B1PP/RN2R1K1 b kq - 1 9,g5f4 e2b5 e8d8 e1e8,660,97,91,1460,discoveredCheck doubleCheck mate mateIn2 opening operaMate short,https://lichess.org/2E4x7bf0/black#18,Kings_Gambit Kings_Gambit_Other_variations
sWdRb,rnbqkb1r/ppp5/6Qn/5p2/2B2p2/3Pp3/PPP3PP/RNB2RK1 b kq - 0 11,e8d7 g6e6,988,80,88,556,dovetailMate mate mateIn1 oneMove opening,https://lichess.org/uA0XEc0n/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Gianutio_Countergambit
sYw6V,r1bq1rk1/1pppn1pp/p1nb4/4P3/P4p2/1P3N2/1BP1Q1PP/RN2KB1R b KQ - 0 10,d6c5 e2c4 g8h8 c4c5,1245,82,76,34,advantage fork opening short,https://lichess.org/seGhz9vV/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
sZIUA,r2qk1nr/ppp2ppp/5b2/4B3/2Bn4/6P1/PPP2Q1P/RN3K1R b kq - 0 12,f6e5 f2f7,1089,133,83,51,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/vNmSxG0h/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
sbMly,r2qkb1r/ppp3p1/2npNn1p/4p3/4Pp2/2NP4/PPP3PP/R1BQ1RK1 b kq - 1 10,d8e7 c3d5 f6d5 e4d5,1783,75,86,318,advantage opening short,https://lichess.org/geU4gTzt/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
sbj05,r3kbnr/ppp2ppp/2np4/8/2BPPp2/2N2P1q/PPP1K2P/R1B3QR b kq - 4 9,c6d4 g1d4 h3g2 d4f2 g2f2 e2f2,1983,78,89,333,advantage hangingPiece long opening,https://lichess.org/RsSdMXNT/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
sc8OM,rn1qk2r/ppp5/3bp2p/4N1pQ/3Pnp2/8/PPP3PP/R1B2RK1 b kq - 1 12,e8e7 h5f7,1130,82,89,1064,mate mateIn1 oneMove opening,https://lichess.org/brHT1wez/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
scGkt,rn1qkbnr/ppp2p1p/3p4/6p1/2B1Ppb1/2N2N2/PPPP2PP/R1BQ1RK1 b kq - 3 6,g8e7 c4f7 e8f7 f3g5,1606,75,87,164,advantage attackingF2F7 attraction opening short,https://lichess.org/TN8GBzo1/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
scRyy,rnb1kbnr/pppp1p1p/8/8/2q1PQ2/2N5/PPP3PP/R1B2R1K b kq - 0 10,f8h6 f4e5 c4e6 e5h8,1492,76,90,1208,crushing fork opening pin short,https://lichess.org/1Jzi1fhs/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
scZbY,r1bqk2r/ppppn1b1/5p1p/n5pQ/2B1Pp1P/2NP4/PPP3PN/R1B2RK1 b kq - 3 10,e8f8 h5f7,742,84,83,88,mate mateIn1 oneMove opening,https://lichess.org/ZlYVvEzL/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Traditional_Variation
seN6h,rn1qkb1r/ppp1n1pp/5p2/4N3/2B1P1b1/8/PPPP2PP/RNBQ1RK1 b kq - 0 7,g4d1 c4f7,935,77,100,976,mate mateIn1 oneMove opening,https://lichess.org/svGyHeo3/black#14,Kings_Gambit Kings_Gambit_Other_variations
seNzJ,r2qkb1r/ppp2Bpp/2np1n2/8/4Pp2/1QP2b2/PP1P2PP/RNB2RK1 b kq - 0 8,e8d7 b3e6,882,84,88,123,mate mateIn1 oneMove opening,https://lichess.org/arVG0Nj4/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
sfylY,rnbq3r/ppppk1b1/5n1p/4P3/2B2Q1P/8/PPPP2P1/RNB1K2R b KQ - 0 10,f6h5 f4f7,1045,83,86,76,mate mateIn1 oneMove opening,https://lichess.org/86WmYkyE/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
sfzjr,rn1qr1k1/ppB3pp/7n/3P1p2/4N1bb/3P1NP1/PPP1Q2P/R3KB1R b KQ - 0 11,d8c7 e4f6 g7f6 e2e8,1304,77,72,184,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/VAAvv2aC/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
sgAWW,r1b1k1nr/pppp1p1p/7b/2qNn2Q/2B2p2/8/PPPP2PP/R1B2R1K b kq - 3 11,e5c4 d5f6 g8f6 h5c5,1591,75,86,72,advantage discoveredAttack opening short,https://lichess.org/Xz2nn2Wd/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
sgVDk,rnbq1rk1/ppp1bppp/5n2/3pN1B1/3P4/3B4/PPP3PP/RN1Q1RK1 b - - 3 10,c8g4 e5g4 f6g4 g5e7 d8e7 d1g4,1764,74,93,10858,advantage long opening,https://lichess.org/6lJWIlS8/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
sheb7,r1b2b1r/ppp3kp/2n2np1/4q3/4N3/3P1N2/PPP1Q1PP/R1B1K2R b KQ - 2 11,e5e7 c1g5 e7b4 c2c3 f6e4 c3b4,1949,77,90,516,advantage defensiveMove long opening,https://lichess.org/y3bJYAuL/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
shs3o,r1bq1rk1/ppp2ppp/1bn5/6N1/2pP1P2/5N1P/PPQ3P1/R1B1K2R b KQ - 1 12,h7h6 c2h7,592,85,81,113,mate mateIn1 oneMove opening,https://lichess.org/khDKCu8v/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
slMsK,r2qk1nr/ppp2ppp/2np4/2b1p3/PP2PPb1/2P2N2/3P2PP/RNBQKB1R b KQkq - 0 6,g4f3 d1f3 c6b4 c3b4,1219,77,93,760,advantage opening short,https://lichess.org/J55i6BM8/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
slSkR,rnbqnrk1/ppppbppp/8/4N3/3P1B2/1B6/PPP3PP/RN1Q1RK1 b - - 2 9,d7d6 e5f7 f8f7 d1h5 d6d5 b3d5 d8d5 h5d5,2172,87,91,1823,crushing opening pin sacrifice veryLong,https://lichess.org/vqhjxJAu/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
soAJO,rn3rk1/pbppq1pp/1p1b4/3P4/2BNpp2/8/PPP1Q1PP/R1B1R1K1 b - - 1 12,d6c5 d5d6 e7f7 c4f7,1056,78,97,6020,advantage discoveredAttack discoveredCheck kingsideAttack opening short,https://lichess.org/q2TzKidE/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
soBWg,r2qkRnr/pppb4/2n3Qp/4N3/4P3/8/PPPP2PP/RNB3K1 b - - 0 12,e8f8 g6f7,1321,147,15,58,mate mateIn1 oneMove opening,https://lichess.org/85FvpwPb/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
spJBo,r1b2b1r/ppB2kp1/2np1q1p/8/3Pn3/2P2N2/PP4PP/RN1Q1RK1 b - - 0 10,f6e7 f3e5 f7g8 e5g6 e7g5 f1f8 g8h7 f8h8 h7g6 d1e1 c8h3 e1e4,2706,111,44,58,advantage discoveredCheck doubleCheck fork opening skewer veryLong,https://lichess.org/u9LSDKYn/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
