PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0x2HK,r2q1bnr/ppp1nk2/3p3p/4P1p1/3PNpb1/5N2/PPP3PP/R1BQ1RK1 b - - 2 10,d6d5 f3g5 f7e8 d1g4,1922,78,94,3327,advantage discoveredAttack opening short,https://lichess.org/C7XsLEJ7/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
0yETY,rnbq1br1/ppp3k1/5nQp/4N1p1/3P1p2/8/PPP3PP/RNB2RK1 b - - 4 11,g7h8 e5f7,918,89,96,106,cornerMate mate mateIn1 oneMove opening,https://lichess.org/1lzFSRBV/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
0yUca,rnb1kb1r/ppp2p1p/8/4q3/4Npp1/8/PPP1Q1PP/R1B1KB1R b KQkq - 1 11,c8f5 e4f6 e8d8 e2e5,1320,81,71,1673,crushing discoveredAttack opening pin short,https://lichess.org/tupP7HhL/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
0ydgt,r3kb1r/pppq1Np1/2np1n1p/7b/2B1PR2/1QP5/PP1P2PP/RNB3K1 b kq - 0 10,h5f7 c4f7 d7f7 b3b7 a8b8 b7c6,1583,75,90,294,advantage attackingF2F7 fork long opening,https://lichess.org/UxiMhxtV/black#20,Kings_Gambit Kings_Gambit_Other_variations
110UX,r1bq1r2/ppp1bpk1/6p1/3pP3/3n1Q2/3B4/PPP3PP/RNB2RK1 b - - 0 13,f8h8 f4f7,1104,79,60,73,mate mateIn1 oneMove opening,https://lichess.org/vONLR93j/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
12WoN,r1bq1r1k/ppp1bPpp/2n5/3p3n/3P1p2/3B1N2/PPP1Q1PP/RNB2RK1 b - - 1 11,f8f7 f3e5 c6e5 e2h5,2154,77,86,127,advantage discoveredAttack master opening short,https://lichess.org/1SJQoBoc/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
13xs0,r2qkbnr/ppp2ppp/2np4/8/2B1PpbP/2N2N2/PPPP2P1/R1BQK2R b KQkq - 0 6,c6e5 f3e5 d6e5 d1g4,1247,120,0,17,advantage capturingDefender discoveredAttack opening short,https://lichess.org/TuT6wOVO/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
14C3W,rn1k1bnr/ppp3qp/3pp3/4P2Q/3P1R2/8/PPP3PP/RNB3K1 b - - 0 11,b8d7 f4g4 g8f6 e5f6,2141,83,69,62,advantage opening short,https://lichess.org/mDsSjbuP/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
14ORb,r1bq1rk1/ppb2p2/2n5/2P1N3/3Pp3/6Q1/PP4P1/RN3RK1 b - - 1 17,g8h7 f1f7 f8f7 g3g6 h7h8 e5f7,2128,80,93,11636,attraction cornerMate exposedKing fork intermezzo long mate mateIn3 opening sacrifice,https://lichess.org/yLPHlRdM/black#34,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
14fbc,r1bqrk2/ppp1b1p1/2np3B/8/3Pn2N/1QP5/PP4PP/RN3RK1 b - - 0 12,e7f6 h4g6,1174,80,68,142,mate mateIn1 oneMove opening,https://lichess.org/z2PdU8fY/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
14m3C,r1bq2kr/pppp2pp/2nb1n2/6N1/4Pp2/1QP5/PP1P2PP/RNB1K2R b KQ - 1 8,f6d5 b3d5 g8f8 d5f7,1060,75,99,669,hangingPiece kingsideAttack mate mateIn2 opening short,https://lichess.org/1kRkuohu/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
15B8V,rnb2bnr/ppp2k1p/3q4/1B4pQ/5p2/2N5/PPPP2PP/R1B1R1K1 b - - 1 11,d6g6 b5e8 f7g7 e8g6,1691,77,93,2484,crushing opening pin short skewer,https://lichess.org/Mx3G9PoY/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
15Cbk,rnbqkbnr/ppp4p/3p4/6pQ/2B1Pp1P/8/PPPP2P1/RNB1K2R b KQkq - 1 7,e8e7 h5f7,1019,76,100,968,mate mateIn1 oneMove opening,https://lichess.org/ycUrZOE4/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
16CvJ,r2q1rk1/p1pbbppp/3p4/2pnP1N1/5P2/2N5/PPQ3PP/R1B2R1K b - - 1 15,d5f4 c2h7,1308,77,81,381,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/rBqBJwom/black#30,Kings_Gambit Kings_Gambit_Other_variations
16DPv,r1bq2kr/ppp3pp/1n1b4/4B3/3P4/5Q2/PPP3PP/RN3RK1 b - - 2 12,h7h6 f3f7 g8h7 f7g7,1110,78,74,74,kingsideAttack mate mateIn2 opening short,https://lichess.org/mwVb31ic/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
16I1V,r1bq2nr/ppp2B1p/3b1R1k/4Q1p1/3PP3/8/PPP3PP/RNB3K1 b - - 1 13,g8f6 e5g5,1350,75,92,503,mate mateIn1 oneMove opening,https://lichess.org/Qmn60xwB/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
16Kuj,rnbq2kr/ppp3pp/8/8/4P1nN/2PP4/PP5p/RNBQ1R1K b - - 0 12,d8h4 d1b3 c8e6 b3e6,1418,75,81,478,kingsideAttack mate mateIn2 opening short,https://lichess.org/9QA3hgYS/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
16SxJ,rn2k1nr/ppp2Bpp/1b1p4/8/3Pq1b1/5N2/PPP1N1PP/R1BQK2R b KQkq - 0 10,e8f7 f3g5 f7e8 g5e4,815,99,85,448,crushing fork opening short,https://lichess.org/4pVpBFsg/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
17eZC,rnbq1rk1/pp3pp1/2p4p/4N3/2PP1p2/3Bn3/P2Q2PP/R1B1R1K1 b - - 0 15,d8d4 d3h7 g8h7 d2d4,1104,76,100,598,advantage discoveredAttack opening short,https://lichess.org/dSjxZjDU/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
184YK,r1bqkbnr/ppp4p/2np1pp1/3NpP2/2B1P3/8/PPPP2PP/R1BQK1NR b KQkq - 1 6,g8e7 d5f6,957,79,79,82,mate mateIn1 oneMove opening,https://lichess.org/VHmBZj62/black#12,Kings_Gambit Kings_Gambit_Other_variations
18S7X,r2qkb1r/ppp2ppp/5nn1/4P3/5pb1/2P2N2/PP2B1PP/RNBQ1RK1 b kq - 0 10,f6e4 d1a4 d8d7 a4e4,1592,76,89,281,advantage fork opening short,https://lichess.org/iJaJSIS2/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
18rbx,rnb3nr/ppp4k/3p2Bb/7Q/3PP3/4q3/PPP3P1/RN3R1K b - - 1 15,h7g7 f1f7,888,78,100,123,mate mateIn1 oneMove opening operaMate,https://lichess.org/FLQvREGV/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
191pw,r1b1k2r/ppp2ppp/5n2/8/1bPq1p2/8/PP1BB1PP/RN1Q1R1K b kq - 1 11,d4b2 d1a4 c8d7 a4b4 b2b4 d2b4,1403,74,92,642,advantage long opening,https://lichess.org/ZPSe2no3/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
19i56,r2qk2r/pp1nb1pp/2p4Q/4P3/2BPp1b1/2N5/PPP3PP/R1B2RK1 b kq - 0 11,g7h6 c4f7 e8f8 c1h6,1729,75,95,9439,intermezzo master mate mateIn2 opening short,https://lichess.org/rkVJ3UFE/black#22,Kings_Gambit Kings_Gambit_Other_variations
1A5xn,r3kbnr/pp1q1p1p/2n1b3/1B1p2p1/3N1p2/2N5/PPPPQ1PP/R1B2RK1 b kq - 1 10,a7a6 b5c6 b7c6 e2e5,2201,77,92,3441,advantage opening pin short,https://lichess.org/w5ZRQvtI/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
1B5aE,rnbq1bnr/pppk2pp/8/4Q3/3Np3/8/PPPP2PP/RNB1KB1R b KQ - 0 7,g8f6 e5e6,935,91,95,959,mate mateIn1 oneMove opening,https://lichess.org/1cHyY8N0/black#14,Kings_Gambit Kings_Gambit_Other_variations
1BnuF,rn1qk1nr/ppp2ppp/8/8/3bp1N1/4B3/PPP1Q1PP/RN3RK1 b kq - 1 10,d4b2 e2b5 b8d7 b5b2,1071,87,86,831,advantage fork opening short,https://lichess.org/g3BBJr8H/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
1CJ4x,rnbqk2r/ppp2ppp/1b1p1n2/4P3/4PP2/2P2N2/PP4PP/RNBQKB1R b KQkq - 0 6,f6e4 d1a4 b8d7 a4e4,1559,75,86,123,advantage fork master opening short,https://lichess.org/he1dVEry/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
1CQMY,rn1qkb1r/ppp2ppp/5n2/4N3/3PbBP1/7P/PPP1Q3/RN2KB1R b KQkq - 2 10,e4h1 e5c6 d8e7 c6e7,1649,76,88,842,crushing discoveredAttack discoveredCheck opening short,https://lichess.org/trH9qmfp/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
1CvaZ,rn3bkr/ppp3pp/5n2/8/3q2PP/5Q2/PPPP4/RNB1KR2 b Q - 0 13,d4g4 f3b3 f6d5 b3d5 g4e6 d5e6,1412,76,96,10113,kingsideAttack long mate mateIn3 opening,https://lichess.org/rbvhVk4A/black#26,Kings_Gambit Kings_Gambit_Other_variations
1EnSi,r2qkbnr/pp3ppp/8/3pn3/6b1/1B3N2/PPPP2PP/RNBQ1RK1 b kq - 3 8,f8c5 d2d4 e5f3 g2f3,1262,80,88,537,crushing defensiveMove fork opening short,https://lichess.org/vuBlXNUY/black#16,Kings_Gambit Kings_Gambit_Other_variations
1HFyJ,rn2kbnr/ppp2ppp/4b3/3q4/5Q2/3B4/PPPP2PP/RNB1K1NR b KQkq - 0 7,d5g2 d3e4 g2g4 f4g4 e6g4 e4b7,1746,79,84,97,advantage long opening,https://lichess.org/j33f8eoO/black#14,Kings_Gambit Kings_Gambit_Other_variations
1HtfW,rnbq1rk1/ppp2ppp/1b1n4/6N1/3P4/3B4/PPP3PP/RNBQ1RK1 b - - 3 9,b8c6 d3h7 g8h8 d1h5 b6d4 g1h1,1635,76,86,211,crushing defensiveMove long opening,https://lichess.org/kqSvY6FQ/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
1IYCQ,rnb1kb1r/ppp2ppp/5n2/8/4Pp2/5N2/PPP3PP/R1BNKB1R b KQkq - 0 7,f8d6 e4e5 d6b4 c2c3 f6d5 c3b4,1230,76,79,347,crushing defensiveMove fork long opening,https://lichess.org/RbxfZ68w/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
1Iifl,rnbq1r2/ppp2Bpk/1b1p3B/7Q/3PP3/8/PPP3PP/RN3RK1 b - - 0 13,g7h6 h5g6 h7h8 g6h6,1075,76,96,1938,deflection mate mateIn2 opening short,https://lichess.org/7Ne7nGt9/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
1Iu92,rnbqk2r/ppppbp1p/8/6B1/6NP/3P4/PPP1Q1P1/RN2KB1n b Qkq - 3 10,b8c6 g4f6 e8f8 g5h6,1441,75,88,211,mate mateIn2 opening short,https://lichess.org/CxG2Wjfo/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
1JgQX,r1b1k2r/ppp2pp1/4nq2/4pn1p/8/2PP1B1P/PP3BP1/RN1QK2R b KQkq - 5 15,f5h4 d1a4 c8d7 a4h4,1641,76,93,365,advantage opening short,https://lichess.org/VEKnfn1p/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
1KozN,2kr2nr/pp2qppp/1bp5/n3P3/Q2P4/2N2B2/PP4PP/R1B2RK1 b - - 0 16,e7e5 f3g4 c8b8 c1f4 e5f4 f1f4,1397,78,91,131,crushing long opening pin,https://lichess.org/NgnXe5J7/black#32,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
1LH9b,rn2k1nr/pppbqpbp/3p4/3P4/4PBP1/2N2Q1P/PPP5/2KR1B1R b kq - 0 11,b8a6 f1a6 b7a6 e4e5 g7e5 f4e5,2173,88,90,1763,advantage long opening,https://lichess.org/3G2TT0j0/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
1LPlH,r1bqk2r/ppp1bpQp/3p4/8/2BPn3/8/PPP3PP/RNB1K2R b KQkq - 0 9,e7f6 g7f7,1108,111,88,46,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/eR0ZsFdY/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
1LtLn,rnb2rk1/ppppqppp/5n2/8/1b2PB2/2NP1N2/PPP1B1PP/R2QK2R b KQ - 2 7,f6e4 d3e4 b4c3 b2c3,1201,84,93,1721,advantage opening short,https://lichess.org/vRADNa1J/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
1M9wu,rnb1kbnr/ppp2ppp/8/8/4Np1q/6P1/PPPPQ2P/R1B1KBNR b KQkq - 0 6,f4g3 e4f6 e8d8 e2e8,1855,83,85,101,discoveredCheck doubleCheck mate mateIn2 opening short,https://lichess.org/yI44Y3qQ/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
1MAzo,1brq1rk1/p4ppp/6n1/2pPN2b/2P1Np2/3Q3P/PPB3P1/R1B2RK1 b - - 0 17,g6e5 e4f6 g7f6 d3h7,1517,118,86,19,discoveredAttack kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/9r4XyFWc/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
1Mh67,r1bq1bnr/ppppk1pp/8/n3N2Q/4Pp2/8/PPPP2PP/RNB1K2R b KQ - 3 7,g8f6 h5f7 e7d6 d2d4,2287,79,77,84,advantage defensiveMove opening short,https://lichess.org/hk3OG67V/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
1N80I,rnbq3r/ppk1bQ2/2pp1N2/4P2p/3P4/8/PPP3PP/R1B2RK1 b - - 0 14,h8f8 e5d6 d8d6 f6e8,1903,74,88,347,crushing opening pin short,https://lichess.org/lr9MnzVp/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
1NbEI,r1bq2nr/pppp4/2n3k1/5Qp1/3bPB2/8/PPP3PP/RN3R1K b - - 1 12,g6h5 f1f3 h5h6 f4g5 d8g5 f3h3 h6g7 f5g5,2495,84,92,1272,opening,https://lichess.org/IMVUUKrl/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
1NqR6,rnb1k2r/pp1pqpbp/5n2/2p1PQ2/2BP1R2/8/PPP3pP/RNB3K1 b kq - 0 11,e8g8 e5f6 e7f6 f5f6 g7f6 f4f6,1622,77,88,2449,crushing fork long opening,https://lichess.org/D5PYZ5JT/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Ghulam-Kassim_Gambit
1O4Fg,rnbqk1nr/ppppb2p/8/4N1pQ/3PPp2/8/PPP3PP/RNB2K1R b - - 3 9,e8f8 h5f7,903,78,84,232,mate mateIn1 oneMove opening,https://lichess.org/Ptpt4KjR/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
1OIoV,r2qkbnr/ppp3pp/2np4/4N3/2B1P1b1/2N5/PPPP2PP/R1BQK2R b KQkq - 0 7,g4d1 c4f7 e8e7 c3d5,1460,74,83,85,mate mateIn2 opening short,https://lichess.org/05hOx6C0/black#14,Kings_Gambit Kings_Gambit_Other_variations
1Pvxe,r2qkbnr/ppp2ppp/2n5/8/3PBpb1/5N2/PPP1Q1PP/RNB1K2R b KQkq - 2 7,c6d4 e4c6,1631,79,84,620,discoveredCheck doubleCheck mate mateIn1 oneMove opening,https://lichess.org/RFo4XWK9/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
1QRiD,r1b1k1nr/ppp2p1p/2np1q1b/8/2BPPB2/2P1Q3/PP4PP/RN3RK1 b kq - 5 10,c6a5 c4f7 f6f7 f4h6 g8h6 f1f7,2195,82,91,8456,advantage attackingF2F7 deflection discoveredAttack long opening,https://lichess.org/0d4wazzB/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
1R15v,rnb1k1nr/pppp1p1p/7b/7Q/2BPPq2/8/PPP3PP/RN3RK1 b kq - 1 9,g8f6 h5f7 e8d8 f1f4,1254,86,92,933,attackingF2F7 crushing opening short,https://lichess.org/gkjrN31g/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
1S7pJ,rn2k1nr/1pp2ppp/p2b4/4q3/5p2/5B2/PP1PQ1PP/RNB2RK1 b kq - 3 10,b8c6 f3c6 b7c6 e2e5 d6e5 f1e1 g8e7 e1e5,2068,79,92,1994,advantage opening pin veryLong,https://lichess.org/B96Zbn8e/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
1Tnfl,r1b2knr/pp1pq2p/2nB1p1b/7Q/2BPP3/8/PPP3PP/RN3RK1 b - - 3 11,e7d6 h5f7,913,96,95,834,mate mateIn1 oneMove opening,https://lichess.org/nviKLiZN/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
1TrZf,r1b2rk1/ppN1n1pp/2np4/4p3/3q4/3B4/PPPP2PP/R1BQ1R1K b - - 3 14,a8b8 d3h7 g8h8 f1f8,1987,77,93,569,crushing deflection kingsideAttack opening short,https://lichess.org/8R61bGJ4/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
1UygX,rn1k1b1r/ppp3p1/2b2n1p/3pN3/8/2NP2P1/PP2B2P/R1B2RK1 b - - 4 15,f8d6 e5f7 d8e7 f7h8,942,99,96,2926,advantage fork opening short,https://lichess.org/DGqS304A/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Panteldakis_Countergambit
1WHJC,r2n1bnr/ppp1kR1p/3pp1p1/6N1/3qP1Q1/8/PPPP2PP/RNB2K2 b - - 4 12,d8f7 g4e6 e7d8 g5f7,1079,87,91,711,deflection mate mateIn2 opening short,https://lichess.org/hFTkElgD/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
1WK2C,r2qk1nr/ppp2ppp/2np4/8/2BPPQ1b/8/PPP3P1/RNB2K1R b kq - 0 9,c6d4 f4f7,659,80,100,190,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/JHGx0rSS/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
1WeSc,r3kb1r/pppqn1pp/2np1p2/4p3/2B1PP2/1QP2R1P/PP1P2P1/RNB3K1 b kq - 2 9,e8c8 c4e6 d7e6 b3e6,1131,78,86,788,crushing opening pin short,https://lichess.org/t6GmjOGl/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
1XKIx,rnbq2nr/ppp3bp/1k6/3pP3/3N1p2/8/PPPPQ1PP/RNB1K2R b KQ - 6 14,g8f6 e2b5,885,108,97,274,mate mateIn1 oneMove opening,https://lichess.org/UoPi5YQ1/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Lolli_Gambit
1Y9yW,r1bqkb1r/ppp2ppp/2n5/8/2BPp1n1/5NB1/PPP1Q1PP/RN2K2R b KQkq - 1 9,c6d4 e2e4 d8e7 e4e7 f8e7 f3d4,1731,75,93,1603,advantage long opening,https://lichess.org/Ggisz08X/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
1Ya0m,rnbq1r2/ppp1b1kp/3p3n/3N2pQ/2B1Pp2/1P6/P1PP2PP/R1B2RK1 b - - 0 11,c8g4 c1b2 f8f6 h5g5,1928,76,95,1644,crushing interference opening pin short,https://lichess.org/dcyIwpRA/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
1YeHU,rn1qk2r/ppp1bppp/3p4/3N3n/3PPBbP/5N2/PPP3P1/R2QKB1R b KQkq - 0 8,e7h4 h1h4 d8h4 f3h4,1837,77,92,3907,advantage opening short,https://lichess.org/pCXZPG6k/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
1bmdQ,r1bq2kr/pppn2pp/1b3n2/6N1/8/3p1QB1/PPP3PP/RN3R1K b - - 1 13,d3c2 f3b3 f6d5 b3d5,1434,92,88,78,mate mateIn2 opening short,https://lichess.org/difVpDZm/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
1bqBC,r2q1b1r/pppk1Bpp/5n2/4p3/4Ppb1/1QP4P/PP1P2P1/RNB2RK1 b - - 0 10,g4h5 b3e6,1111,78,78,129,mate mateIn1 oneMove opening,https://lichess.org/5DtAqJ4K/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
1c6aj,r1b1kb1r/ppp2ppp/2n5/1B1pP3/Q3nP1q/6P1/PPP4P/RNB1K1NR b KQkq - 0 8,e4g3 b5c6 e8d8 g1f3,2262,77,93,3404,advantage opening short,https://lichess.org/BiicdguQ/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
1cOHa,rn1q1bnr/ppp3k1/4b2p/3pP2Q/3P1p1P/8/PPP3P1/RNB1KB1R b KQ - 0 10,e6f7 h5g4 f7g6 f1d3,2107,79,88,1422,crushing opening short,https://lichess.org/DJup76Dy/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
1dzql,r1bq2kr/ppppn1pp/8/b3P3/3PNR2/2P5/PP4PP/RN1Q2K1 b - - 0 13,e7g6 d1b3 d7d5 e5d6 c8e6 b3e6,1911,71,95,17505,discoveredAttack discoveredCheck enPassant kingsideAttack long mate mateIn3 opening,https://lichess.org/ZFIxDnYc/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
1e98b,rnb1k2r/ppp2p1p/3p3b/8/2BPP2q/5Qp1/PPP2N1p/RN3K1R b kq - 1 12,h4h3 f2h3 c8h3 f1e2,2268,78,93,916,advantage defensiveMove opening short,https://lichess.org/BkuILQHX/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Salvio_Gambit
1gGIL,rnb2bnr/pppp1k1p/8/8/3NP1pq/6p1/PPPP3P/RNBQ1RK1 b - - 1 8,f7e7 d4f5 e7e8 f5h4,950,78,76,66,advantage fork opening short,https://lichess.org/jTRIGOMp/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
1gNlo,r1b1kb1r/ppppn2p/5qn1/8/2BP1p2/2N2N2/PPP3PP/R2QR1K1 b kq - 5 11,c7c6 c3e4 f6g7 e4d6 e8d8 f3g5,2632,88,96,511,advantage long opening,https://lichess.org/VexKeSD6/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
1hr4T,rnbqkb1r/ppp2B1p/3p3n/8/4PQ2/8/PPPP2PP/RNB2RK1 b kq - 0 8,h6f7 f4f7,533,92,89,583,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/nadclDuH/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
1hrwH,rn2k1nr/ppBb1p1p/6q1/2p5/4p3/6PB/PPP4P/R2QK1NR b KQkq - 0 15,d7h3 d1d8,650,98,98,415,mate mateIn1 oneMove opening,https://lichess.org/6ZYTkQnt/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
1iji3,rn2k1nr/ppp4p/4p2b/1Q2Pq2/5p2/8/PPP3PP/RNB2RK1 b kq - 1 13,b8c6 b5b7 a8d8 b7c6,1112,92,69,46,advantage fork opening short,https://lichess.org/FqWq6xdC/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
1imIV,r2qkbnr/ppp2ppp/2np4/8/2B1Ppb1/P1N2N2/1PPP2PP/R1BQK2R b KQkq - 2 6,c6e5 f3e5 d8h4 g2g3 d6e5 g3h4,1857,74,88,400,advantage long opening,https://lichess.org/37sIVZzN/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
1jXcw,rnbq1bnr/ppp3pp/2k5/4Q3/4P3/8/PPPP2PP/RNB1KB1R b KQ - 0 8,d8d6 e5b5,1742,78,94,1748,mate mateIn1 oneMove opening,https://lichess.org/7QscrPOD/black#16,Kings_Gambit Kings_Gambit_Other_variations
1jiv2,rn1qkbnr/ppp3pp/3p4/4N3/2B1pPb1/2N5/PPPP2PP/R1BQK2R b KQkq - 0 6,g4d1 c4f7 e8e7 c3d5,1225,80,91,3636,mate mateIn2 opening short,https://lichess.org/i5DKFBkz/black#12,Kings_Gambit Kings_Gambit_Other_variations
1kaJd,rnb2rk1/ppp1q1p1/1b1n1pN1/6BQ/3P4/8/PPP3PP/RN3RK1 b - - 3 13,e7e8 h5h8 g8f7 f1f6 g7f6 h8h7 f7e6 g6f4,2581,91,96,1667,kingsideAttack mate mateIn4 opening sacrifice veryLong,https://lichess.org/gFKV3Ydm/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
1l1y9,rn2k1nr/ppp2ppp/3b4/8/4Ppb1/2N2N2/PPP1B1PP/R1BK3R b kq - 4 8,g8f6 e4e5 g4f3 e2f3 d6e5 f3b7,2052,77,83,90,crushing fork long opening,https://lichess.org/LqgjvjKz/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
1lSMA,r1b1kbnr/ppp2ppp/8/4p3/2P4q/2NP1P2/PP1KB2P/R1BQ3R b kq - 2 10,f8b4 d1a4 c8d7 a4b4,1029,77,96,172,advantage fork opening short,https://lichess.org/cBYbIAsQ/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
1lkYc,rn1q1bnr/ppp1k1p1/7p/8/3P4/1B2QP2/PPP4P/RN2K2R b KQ - 0 12,e7d7 e3e6,972,85,90,782,dovetailMate mate mateIn1 oneMove opening,https://lichess.org/dWhb1tA9/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
1lujZ,rnbqk1nr/ppp4p/3p1p2/7Q/2BPP3/8/PPP3PP/RNb2RK1 b kq - 1 10,e8e7 h5f7,1022,88,89,601,mate mateIn1 oneMove opening,https://lichess.org/0tmIQGJC/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
1mVmw,rnbqkb1r/pp3ppp/2p5/4p2n/2BP1p2/5N2/PPP1Q1PP/RNB1K2R b KQkq - 1 8,c8g4 c4f7 e8f7 f3e5,2022,85,92,1121,advantage attackingF2F7 attraction opening pin short,https://lichess.org/0O5QZD79/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
1q4Ea,r2qk1nr/ppp1b2p/2n1p3/3pP1p1/3P1p2/2N2N1P/PPP3P1/R1BQ1RK1 b kq - 0 10,d8d7 f3g5 e7g5 d1h5 d7f7 h5g5,1140,82,93,4257,advantage clearance exposedKing fork long opening sacrifice,https://lichess.org/ITIpocZS/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
